"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZMKNFA6J","conferencePaper","2024","Terkaj, Walter; Pessot, Elena; Kuts, Vladimir; Bondarenko, Yevhen; Pizzagalli, Simone Luca; Kleine, Kari","A framework for the design and use of virtual labs in digital engineering education.","AIP Conference Proceedings","","0094243X (ISSN); 978-073544832-2 (ISBN)","10.1063/5.0189669","https://www.scopus.com/pages/publications/85184338535?origin=resultslist","This paper aims to analyze the requirements and leading aspects to be considered in the design of virtual labs for engineering courses. We propose a framework to meet the requirements of virtual lab activities, integrating didactic and research purposes with the Digital Twin as enabling technology. The framework is the result of the analysis of the technical aspects of using immersive technologies as Extended Reality, together with the experiences collected from interviews and pilot testing in workshops with students, teachers, and lab managers of three institutions implementing the virtual lab concept. The results of this study are part of the Erasmus+ Virtual Labs for Digital Engineering Education (VirLaDEE) project, developing interconnected digital twins of physical engineering labs for quality and inclusive engineering education through state-of-the-art virtual technologies. © 2024 Author(s).","2024","2026-05-27 10:54:32","2026-05-27 10:54:32","","1-jun","","1","2989","","","","","","","","American Institute of Physics Inc.","","English","","","","","","","","","E:\Zotero\storage\AF4BTGLI\Terkaj et al. - 2024 - A framework for the design and use of virtual labs in digital engineering education..pdf","","Teachers; Engineering education; Inclusive education; Digital twin; Virtual design; Virtual prototypes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P242H59T","journalArticle","2023","Tjahyadi, Hendra; Prasetya, Kusno; Murwantara, I Made","Digital Twin Based Laboratory for Control Engineering Education","International Journal of Information and Education Technology","","20103689","10.18178/ijiet.2023.13.4.1856","https://www.scopus.com/pages/publications/85153617340?origin=resultslist","The Covid-19 pandemic has made online learning the main choice in learning modes. For control engineering education that requires substantial laboratory practices as part of the learning process, online learning is a challenge in itself. It is difficult for students to gain experience and understanding of physical phenomena through online learning. Two approaches are commonly used to provide learning experiences that resembles practices in a traditional laboratory, namely virtual laboratory and remote laboratory. The drawback of virtual laboratory is that simulation eliminate the interaction aspect with physical devices make students miss the mental experiences of dealing with physical objects that important for engineering students, while the remote laboratory requires high cost and less flexible. This paper proposes another approach to overcome the shortcomings by utilizing a technology known as Digital Twin. Digital Twin based laboratory provides digital or virtual twin of a physical system that are interconnected with one another via the internet. The interconnection of the physical system and its virtual twin preserve the physical interaction and also increase the flexibility of the laboratory. Preliminary implementation and experiments show that the propose approach works properly. Users are able to manipulate the real plant remotely, and to observe almost identical dynamics of the real plant and the 3D visualization of the virtual plant. © 2023, International Journal of Information and Education Technology. All rights reserved.","2023","2026-05-27 10:54:32","2026-05-27 10:54:32","","704–711","","4","13","","","","","","","","International Journal of Information and Education Technology","","English","","","","","","","","","E:\Zotero\storage\L43ZNL9B\Tjahyadi et al. - 2023 - Digital Twin Based Laboratory for Control Engineering Education.pdf","","Digital twin; remote lab; control engineering; virtual lab; cloud technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4S7PWRLU","conferencePaper","2018","Toivonen, Ville; Lanz, Minna; Nylund, Hasse; Nieminen, Harri","The FMS Training Center - A versatile learning environment for engineering education","Procedia Manufacturing","","23519789","10.1016/j.promfg.2018.04.006","https://www.scopus.com/pages/publications/85052895346?origin=resultslist","Digital twins are created by combining a design model with the use phase data of a product or a system. They are developed in order to observe and test the behavior of the target over its life cycle. This paper introduces a versatile learning environment focusing on a Flexible Manufacturing System (FMS). The FMS Training center phenomenon based learning environment consists of a physical training system and its digital twin. The realization of the digital twin is a virtual model linked to a system simulator and an industrial controller. Students can thus become familiar with the fully automated production system and develop and test programs in a virtual environment before visiting the production facility. The digital twin also meets an industrial need as it facilitates virtual commissioning of new system installations. Evaluation of the benefits in educational context, and the largest obstacles, of developing system level digital twins are described. A full system description of the learning environment is presented with the pedagogical objectives of the associated exercises. Future development and extendibility of the learning environment are also discussed. © 2018 The Author(s).","2018","2026-05-27 10:54:32","2026-05-27 10:54:32","","135–140","","","23","","","","","","","","Elsevier B.V.","","English","","","","","","","","","E:\Zotero\storage\GMKMNRV4\Toivonen et al. - 2018 - The FMS Training Center - A versatile learning environment for engineering education.pdf","","digital twin; Production system design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HM4FMFEF","journalArticle","2023","Usman, Muhammad; Usmani, Aman; Jadidi, Mojgan","Re-envisioning Field Surveying as an Immersive Gamification Experience","Interaction Design and Architecture(s)","","18269745","10.55612/s-5002-058-003","https://www.scopus.com/pages/publications/85208064860?origin=resultslist","Recent strides in immersive technologies, coupled with advancements in game development, are reshaping engineering education, and revolutionizing the design and delivery of both in-class and lab activities. Traditional experiential practices in field surveying and mapping, which have historically relied on handson learning alongside theory concepts, have been supplemented by innovative pedagogical approaches, catalyzed by the disruptions caused by COVID-19. There has been a growing imperative to create virtual and immersive resources and shift towards virtual-based lab designs. In response to this evolving landscape, we present a novel approach that provides students with high-quality field training through an immersive virtual experience. We introduce an interactive web application for topographic surveying, embedded within a gamification framework, utilizing digital twins to recreate the field space. Our research offers compelling evidence that this approach effectively supports practical training, as demonstrated by real-world use cases conducted in the lab setting. Additionally, we gauge the framework’s usability using the System Usability Scale (SUS), affirming its effectiveness as a tool in virtualizing field practice. © (2023), (ASLERD). All Rights Reserved.","2023","2026-05-27 10:54:32","2026-05-27 10:54:32","","72–89","","58","","","","","","","","","ASLERD","","English","","","","","","","","","E:\Zotero\storage\YK9LDQTI\Usman et al. - 2023 - Re-envisioning Field Surveying as an Immersive Gamification Experience.pdf","","Gamification; Engineering Education; Experiential Learning; Digital Twins; Virtual Environment; Field Surveying","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G3VN26R","conferencePaper","2025","Vásquez-López, Virgilio; García-León, Andrés Alberto; López-Suárez, Óscar","Enhancing Engineering Education through Digital Twins and Interdisciplinary Collaboration","11th International Conference on Higher Education Advances (HEAd’25)","","26035871","10.4995/head25.2025.20074","https://www.scopus.com/pages/publications/105019971844?origin=resultslist","In the current educational environment, the tripartite collaboration between the Department of Industrial Engineering (DIE), the Department of Mechatronics (DIM), and a globally recognized automation company has been fundamental in improving student learning. This project enabled the development of digital twins for the logistics cell, which is currently operated manually. Using the Emulate3D tool, the activities developed in this project aimed to transform this cell into an automated cell with Industry 4.0 elements. The tool facilitated students in creating innovative proposals that enhance their use and improve the teaching methodology. Implemented in the Industrial Automation course, the project not only automated the cell's processes but also enriched the practical and experiential learning of the students, demonstrating the effectiveness of interdisciplinary cooperation in educational settings. Currently, these proposals are being evaluated by DIE professors for future incorporation into courses that use the logistics cell. © 2025 International Conference on Higher Education Advances. All rights reserved.","2025","2026-05-27 10:54:32","2026-05-27 10:54:32","","864–871","","","","","","","","","","","Universidad Politecnica de Valencia","","English","","","","","","","","","E:\Zotero\storage\PJLL2MNG\Vásquez-López et al. - 2025 - Enhancing Engineering Education through Digital Twins and Interdisciplinary Collaboration.pdf","","higher education; educational innovation; collaboration; digital twins; Interdisciplinarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JACDIDHQ","conferencePaper","2025","Veitia, M.S.-I.; Cousquer, C.; Garcia, R.; Khaoulan, S.; Hauquier, F.; Gomez, C.; Caqueret, V.; Pommet, M.; Gervais, M.; Lagarde, N.; Garnier, G.M.; Guiga, W.; Havet, J.L.; Chapet, C.; Habay, N.; Bertrand, L.; Haustant, C.; Auchet, A.; Roecker, B.; Texier, A.","When Virtual Reality Reinvents Training: The Cnam Bet with CAP’VR","EPiC Series in Computing","","23987340","10.29007/jjhj","https://www.scopus.com/pages/publications/105022735993?origin=resultslist","For three decades, the National Conservatory of Arts and Crafts has been incorporating digital technology into its pedagogical practices. Building on this experience, the CAP’VR (Chemistry Agri-food Pharma Virtual Reality) immersive Digital Twin has been developed to enhance Teaching through Virtual Reality (VR). This innovative device offers a digital laboratory twin that enables learners to acquaint themselves with professional gestures, technical processes, and safety practices, while optimizing training time. The CAP’VR system has been meticulously designed to cater to a diverse audience, particularly those engaged in retraining or work-study programs, by offering progressive, interactive modules in domains such as food processing, chemistry, and process engineering. The system integrates safe learning and skills assessment, ensuring a comprehensive and secure educational experience. The content is meticulously developed based on interactive scenarios adapted from real lab-life situations, ranging from laboratory safety to everyday experiments. The learning process is structured into three levels, providing a structured and progressive learning path. The development of the system was based on a multidisciplinary collaboration between teachers, instructional engineers, and VR developers, ensuring coherence between pedagogical and technical objectives. The impact on learners is significant, boosting their confidence, commitment, and memorization. Concurrently, CAP’VR is effecting a transformation in the practices of teachers, who assume the role of Experience Facilitators. Notwithstanding the deployment of this immersive technology posing technical, financial, and organizational challenges, CAP’VR paves the way for innovative, personalized teaching approaches. © 2025, EasyChair. All rights reserved.","2025","2026-05-27 10:54:32","2026-05-27 10:54:32","","384–394","","","107","","","","","","","","EasyChair","","English","","","","","","","","","E:\Zotero\storage\KXH8G5QM\Veitia et al. - 2025 - When Virtual Reality Reinvents Training The Cnam Bet with CAP’VR.pdf","","Teaching; Engineering education; E-learning; Virtual reality; Personnel training; Teachers'; Pedagogical practices; Curricula; virtual reality; Engineering research; Digital technologies; Arts computing; Immersive learning; Safety engineering; immersive learning; chemistry; Immersive; Process engineering; process engineering; Food processing; Technical process; agri food; Agri-food; Food chemistry; Immersive practical course; immersive practical courses; pharmaceutic; Pharmaceutic; Safety practices; Technical safety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VY7P5782","conferencePaper","2025","Wang, J.; Fan, P.; Zhang, H.","Innovative Exploration of the “Four-Dimensional Linkage” Teaching System of Network Security Based on Interdisciplinary Research","Proceedings of 2025 International Conference on Educational Technology and Artificial Intelligence, ETAIC 2025","","979-840072116-8 (ISBN)","10.1145/3766557.3766580","https://www.scopus.com/pages/publications/105025446190?origin=resultslist","In response to the problems of subject separation and theoretical practice disconnection in network security education, a “four-dimensional linkage” teaching system based on interdisciplinary network security has been constructed. Through knowledge graph technology, multidisciplinary knowledge integration is achieved, and digital twin technology is used to build a practical environment that integrates theory and practice, forming a “theory practice innovation evaluation” linkage mechanism. A comparative experiment was conducted on 60 undergraduate students, with the experimental group using a four-dimensional linkage system and the control group using a traditional mode. Build a knowledge system covering cryptography, network protocols, system security, etc., and develop practical training modules such as attack and defense exercises and system reinforcement. The experimental results showed that the experimental group was significantly better than the control group in terms of knowledge mastery, practical skills, and innovation ability (P<0.001), verifying the effectiveness of the teaching system. © 2025 Copyright held by the owner/author(s).","2025","2026-05-27 10:54:32","2026-05-27 10:54:32","","128–133","","","","","","","","","","","Association for Computing Machinery, Inc","","English","","","","","","","","","E:\Zotero\storage\QKRPR34W\Wang et al. - 2025 - Innovative Exploration of the “Four-Dimensional Linkage” Teaching System of Network Security Based o.pdf","","Students; Teaching; Engineering education; Knowledge graph; Digital Twin; Education computing; Knowledge graphs; Network security; Computation theory; Knowledge Graph; Teaching systems; Experimental groups; Control groups; Interdisciplinary; Security education; Digital twin; In networks; Internet protocols; Graph theory; Cryptography; Networks security; Knowledge organization; Four-dimensional linkage; Four-Dimensional Linkage; Network security education; Network Security Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M42IKCPV","journalArticle","2025","Wang, Tian; Wang, Jiao; Chen, Jie","Digital Empowerment Reform of Wind Farm Curriculum Design Based on Virtual Reality Integration","","","","10.23977/curtm.2025.080318","https://app.dimensions.ai/details/publication/pub.1188344588","In the context of the construction of new engineering disciplines and the "" carbon peaking and carbon neutrality goals"" strategy, this study explores multidimensional teaching reforms to address the theoretical and practical gaps, single technical means, and limited evaluation systems in the course design of wind farm planning and design. By building a GIS+BIM digital twin platform and a virtual wind farm site selection simulation system, we aim to create a teaching scenario that combines virtual and real elements. This work design a multidisciplinary cross disciplinary task that integrates meteorology, ecology, and economics, and establish a tiered ability development system of ""WindSim Foundation Layer - Machine Learning Innovation Layer"". We implement three-stage project driven teaching, integrate ideological and political elements into the curriculum, and innovate dynamic evaluation mechanisms. Practice has shown that after the reform, the average score of students has increased by 2.61, the proportion of high scores has increased by 7.41%, and the design report has improved in terms of technical depth and innovation dimensions, respectively. This reform will provide ideas for the curriculum design of engineering majors such as wind farm planning, transport applied talents with theoretical and practical collaborative innovation capabilities, and promote the transformation of the new engineering education paradigm.","2025","2026-05-27 10:54:32","2026-05-27 10:54:32","","125–133","","3","8","","","","","","","","","","","","","","","","","","","E:\Zotero\storage\MPCTY7EP\Wang et al. - 2025 - Digital Empowerment Reform of Wind Farm Curriculum Design Based on Virtual Reality Integration.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XDK88YB","journalArticle","2025","Wu, Tao","Teaching Reform Practices of Quality and Engineering Management in the Context of Curriculum-based Ideological and Political Education","","","","10.23977/aetp.2025.090207","https://app.dimensions.ai/details/publication/pub.1187567843","Under the guidance of the fundamental mission of 'cultivating virtue and nurturing talents' in the new era of higher education, this study explores ideological-political education reform in Quality and Engineering Management courses, addressing issues such as outdated case studies and mechanical indoctrination through a 'trinity' teaching framework. The reform implements a three-tier objective system (semester-unit-class session) to systematically integrate technological innovation, national strategies, and professional ethics while developing localized teaching cases. It pioneers a practice-oriented pedagogy utilizing mega-engineering projects, industry-academia collaboration, and digital twin technology to extend learning to engineering practice frontiers. A dynamic evaluation mechanism tracks knowledge acquisition, technical application, and value internalization through closed-loop management. Empirical results demonstrate enhanced engagement, professional identity, and value cultivation, establishing a virtuous ecosystem where 'courses convey ideological-political education while ideological-political elements empower professional competencies,' offering a replicable pathway for engineering education reform.","2025","2026-05-27 10:54:32","2026-05-27 10:54:32","","39–44","","2","9","","","","","","","","","","","","","","","","","","","E:\Zotero\storage\E8SDZI85\Wu - 2025 - Teaching Reform Practices of Quality and Engineering Management in the Context of Curriculum-based I.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KBLZJAI","journalArticle","2025","Xinyi, Zhao; Liye, Lv","Teaching Reform and Reflections on Industrial IoT Curriculum under the Dual Needs of Industry 4.0 and New Engineering Construction","","","","10.23977/curtm.2025.080518","https://app.dimensions.ai/details/publication/pub.1191044913","Facing the transformative wave of Industry 4.0 and the demands of China's Emerging Engineering Education, this study proposes an integrated reform framework addressing core issues in Industrial Internet of Things (IIoT) pedagogy: fragmented interdisciplinary knowledge systems, outdated teaching methods, and disconnects between academia and industry. Centered on a Project-Based Learning (PBL) project—""IIoT-based CNC Machine Tool Vibration Monitoring System""—the curriculum content is modularized into technical units aligned with the three-layer IoT architecture: the perception layer, network layer, and application layer. Adopting a ""problem-driven + blended teaching"" model, pre-class engineering problems are released via teaching platforms, in-class flipped classrooms incorporate AI-assisted validation, and post-class industrial solution iterations are implemented. A three-tier ecosystem of ""virtual simulation–semi-physical debugging–industrial practice"" is constructed, integrating Siemens Process Simulation for digital twins, enabling RFID/AGV operations on smart production lines, and transforming enterprise demands into capstone projects. Faculty development employs a ""Dual-Teacher Dual-Entry"" mechanism: full-time teachers complete six-month industry rotations every three years to update teaching content, while corporate mentors co-develop practical industrial cases. The assessment system shifts from single examinations to a three-dimensional competency evaluation encompassing knowledge mastery, engineering practice, and innovative collaboration. The reformed PBL-based IIoT curriculum focuses on practical industrial applications of IoT, emphasizing the enhancement of students' comprehensive and innovative capabilities. It holds significant importance for cultivating interdisciplinary talent under the dual demands of Industry 4.0 and Emerging Engineering Education.","2025","2026-05-27 10:54:32","2026-05-27 10:54:32","","129–136","","5","8","","","","","","","","","","","","","","","","","","","E:\Zotero\storage\M2XGL7XY\Xinyi y Liye - 2025 - Teaching Reform and Reflections on Industrial IoT Curriculum under the Dual Needs of Industry 4.0 an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4TC3ILQ","conferencePaper","2025","Yin, R.","Research on the Design and Development of Intelligent Manufacturing Production Platform Based on Digital Twin","Proceedings of 2025 3rd International Conference on Internet of Things and Cloud Computing Technology, IoTCCT 2025","","979-840072114-4 (ISBN)","10.1145/3776865.3776884","https://www.scopus.com/pages/publications/105026338524?origin=resultslist","This paper focuses on the design and development of an intelligent manufacturing production platform based on digital twin, constructing a full-process functional module system covering material supply, three-coordinate manipulator, sorting, conveying, stereoscopic warehouse and belt transmission. Each module operates independently and is controlled collaboratively through an industrial network, forming a closed-loop system. The platform integrates digital twin technology, building a 1:1 three-dimensional model in the virtual layer corresponding to the physical layer to realize virtual-real mapping and synchronous visualization. It optimizes motion trajectories, control algorithms and collaborative processes through virtual debugging, thereby improving production efficiency. Experimental verification shows that compared with the traditional debugging mode, the production efficiency has increased by 23.5%, the production cycle has been shortened by 18.2%, and the virtual debugging time has been saved by 65.8 hours per production line compared with physical debugging.The platform meets the needs of teaching and training, as it can simulate various working conditions and fault scenarios, helping students master the skills of designing, integrating and debugging intelligent manufacturing systems. It effectively makes up for the deficiencies of traditional teaching resources and potential safety hazards, providing strong support for production practice and talent cultivation in the field of intelligent manufacturing. © 2025 Copyright held by the owner/author(s).","2025","2026-05-27 10:54:32","2026-05-27 10:54:32","","106–110","","","","","","","","","","","Association for Computing Machinery, Inc","","English","","","","","","","","","E:\Zotero\storage\FFEFGRAM\Yin - 2025 - Research on the Design and Development of Intelligent Manufacturing Production Platform Based on Dig.pdf","","Robotics; Engineering education; modeling; Modeling; Virtual reality; Design and Development; Industrial research; Network layers; Three dimensional computer graphics; Digital twin; Production efficiency; Program debugging; digital twin; Closed loop systems; Covering material; Smart manufacturing; Platform design; Production platforms; Intelligent Manufacturing; Functional modules; intelligent manufacturing production; Intelligent manufacturing production; Module systems; platform design; Virtual debugging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9TXVKGR","conferencePaper","2025","Zhang, M.-Q.; Xu, Y.; He, Y.-L.; Zhang, Y.; Song, X.-L.","AI-Driven Reconstruction and Optimization of Teaching Model for Fault Detection and Diagnosis in Industrial Safety Production","Proceedings of The 2nd International Conference on Intelligent Education and Computer Technology, IECT 2025","","979-840071430-6 (ISBN)","10.1145/3764206.3764241","https://www.scopus.com/pages/publications/105025521450?origin=resultslist","In industrial process, fault detection and diagnosis (FDD) are critical to ensure system safety and reliability. However, the increasing complexity of operating environments and the growth in demand bring some challenges to FDD education. In this study, we analyze FDD methods based on multivariate statistical learning, deep learning, and the limitations on skill training. To bridge this gap, we propose a framework for AI-driven FDD education. The framework consists of a progressive three-tier teaching system built around theoretical learning, virtual simulation, and practical applications. On this foundation, a spiral competency development path, which includes FDD methods, digital twin verification, and physical system commissioning, is designed to enhance students' practical skills. The study showed that the above teaching model not only improved the understanding of industrial fault analysis, but also demonstrated efficiency in developing engineering practice and independent learning skills. © 2025 Copyright held by the owner/author(s).","2025","2026-05-27 10:54:32","2026-05-27 10:54:32","","234–239","","","","","","","","","","","Association for Computing Machinery, Inc","","English","","","","","","","","","E:\Zotero\storage\R33AGYSU\Zhang et al. - 2025 - AI-Driven Reconstruction and Optimization of Teaching Model for Fault Detection and Diagnosis in Ind.pdf","","Deep learning; Students; artificial intelligence; Teaching; Engineering education; E-learning; Virtual reality; Personnel training; Education computing; Teaching model; Model optimization; Optimisations; Digital twin; Failure analysis; Fault detection; fault diagnosis; Faults diagnosis; Multivariant analysis; digital twin; Industrial systems; Accident prevention; System safety; Fault detection and diagnosis; Fault detection and diagnosis methods; industrial system safety; Industrial system safety; Teaching model optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GHSMNFS4","journalArticle","2024","Zhou, Zelin; Oveissi, Farshad; Langrish, Timothy","Applications of augmented reality (AR) in chemical engineering education: Virtual laboratory work demonstration to digital twin development.","Computers and Chemical Engineering","","0098-1354","10.1016/j.compchemeng.2024.108784","https://www.scopus.com/pages/publications/85197397682?origin=resultslist","With advances in information technologies, virtual technologies have become a viable option for chemical engineering educators. Although traditional teaching methods remain effective, they have many limitations when presenting complex phenomena. Virtual technologies like Augmented Reality (AR) have shown great potential as an addition to traditional teaching methods. This study explored the practicality and potential applications of AR technologies in chemical engineering education. In this work, traditional 2D representations of CFD simulation results were replaced by AR experiences to visualise the flow pattern and assist the understanding of the working mechanism behind different devices. Other than CFD result integration, animations were also included in AR experiences for personalised training and inclusive laboratory work experience. AR-assisted training has shown good potential in reducing financial loss and equipment downtime due to improper handling. Besides delivering teaching content, the development process of a digital twin with an AR interface was used to demonstrate how virtual technologies can be involved in digitalisation in Industry 4.0. Beyond the technical contents, important design philosophies were also taught as part of the courses. © 2024 The Author(s)","2024","2026-05-27 10:54:32","2026-05-27 10:54:32","","N.PAG-N.PAG","","","188","","","","","","","","PERGAMON-ELSEVIER SCIENCE LTD","","English","","","","","","","","","E:\Zotero\storage\VWIF6SUD\Zhou et al. - 2024 - Applications of augmented reality (AR) in chemical engineering education Virtual laboratory work de.pdf","","Teaching methods; Education; Augmented reality; Teaching; Engineering education; E-learning; Curricula; Philosophical aspects; Augmented reality technology; Chemical engineering; Digital twin; Chemical engineering education; Computational fluid dynamics; Virtual laboratories; Laboratory work; Virtual work; CFD simulations; Chemical engineering educator; Education virtual; Flow patterns; Spray dryer; Spray dryers; System downtime; Teleology; Virtual technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
